variant,subject,t_ms,model,fold,base_train,base_test,base_converged,base_nfev,base_negative_scale_evals,ext_train,ext_test,ext_converged,ext_nfev,ext_negative_scale_evals,n_test
active,16,495,model2B,1,-1001.2291,-243.30455,1,958,0,-1001.1169,-243.05411,1,514,0,186
active,16,495,model2B,2,-983.71474,-260.40993,0,1200,0,-982.54851,-261.40323,1,390,0,191
active,16,495,model2B,3,-1004.2466,-239.62153,1,827,0,-1003.6798,-239.62071,1,392,0,191
active,16,495,model2B,4,-995.70658,-260.25167,0,1200,0,-986.52192,-257.25248,1,1198,0,190
active,16,495,model3,0,-993.82021,-247.95117,1,669,0,-993.76581,-247.85253,0,14000,0,192
active,16,495,model3,1,-1000.4299,-242.42072,1,955,0,-999.62392,-242.69043,0,14000,0,186
active,16,495,model3,2,-983.70284,-258.32916,1,692,0,-981.59784,-259.82989,1,12899,0,191
active,16,495,model3,3,-1002.163,-239.77378,0,1400,0,-1002.1586,-239.76574,1,10626,0,191
active,16,495,model3,4,-984.75863,-257.75461,1,1048,0,-984.75753,-257.73921,1,10073,0,190
active,17,255,model2B,0,-948.4891,-240.66327,0,1200,0,-948.48857,-240.653,1,949,0,177
active,17,255,model2B,1,-955.46927,-232.71205,0,1200,0,-955.46194,-232.73075,1,418,0,190
active,17,255,model2B,2,-958.64235,-230.00769,0,1200,0,-958.62271,-230.04993,0,14000,0,187
active,17,255,model2B,3,-923.28946,-266.19771,0,1200,0,-922.31979,-267.16133,1,1662,0,191
active,17,255,model2B,4,-959.01769,-228.71249,0,1200,0,-958.90774,-228.81514,1,763,0,190
active,17,255,model3,0,-948.95442,-240.28787,0,1400,0,-948.81002,-240.25309,0,14000,0,177
active,17,255,model3,1,-955.1363,-233.41877,0,1400,0,-955.11726,-233.34553,1,852,0,190
active,17,255,model3,2,-957.75541,-231.15309,0,1400,0,-957.75505,-231.1502,1,5909,0,187
active,17,255,model3,3,-922.1567,-267.24158,1,1005,0,-922.1566,-267.24145,1,4748,0,191
active,17,255,model3,4,-958.84079,-228.84047,1,698,0,-958.82122,-228.82155,0,14000,0,190
active,17,285,model2B,0,-1008.091,-240.08039,0,1200,0,-1008.0328,-240.40458,1,422,0,177
active,17,285,model2B,1,-1002.1586,-245.42284,0,1200,0,-1001.8846,-245.52772,1,763,0,190
active,17,285,model2B,2,-954.4388,-299.26741,0,1200,0,-954.27541,-299.47196,1,1258,0,187
active,17,285,model2B,3,-1011.3352,-237.11023,0,1200,0,-1009.6816,-238.72473,1,574,0,191
active,17,285,model2B,4,-1007.0402,-240.91376,1,901,0,-1007.0402,-240.91376,1,178,0,190
active,17,285,model3,0,-1006.8927,-241.78495,0,1400,0,-1005.7153,-241.70724,0,14000,0,177
active,17,285,model3,1,-999.55418,-246.72355,0,1400,0,-999.51187,-246.65023,0,14000,0,190
active,17,285,model3,2,-952.65828,-301.06057,1,844,0,-952.65828,-301.06052,1,215,0,187
active,17,285,model3,3,-1009.0259,-237.89965,0,1400,0,-1008.9068,-237.80377,1,695,0,191
active,17,285,model3,4,-1005.5972,-241.40169,0,1400,0,-1004.958,-242.07513,0,14000,0,190
active,17,315,model2B,0,-1139.2815,-271.1571,1,1156,0,-1139.2815,-271.1571,1,175,0,177
active,17,315,model2B,1,-1131.9098,-277.79771,0,1200,0,-1131.3243,-277.9766,1,593,0,190
active,17,315,model2B,2,-1080.9022,-335.26307,1,1181,0,-1080.9022,-335.26312,1,184,0,187
active,17,315,model2B,3,-1141.9442,-268.56553,0,1200,0,-1141.6585,-268.67235,1,279,0,191
active,17,315,model2B,4,-1134.5271,-275.41297,0,1200,0,-1134.524,-275.36644,1,320,0,190
active,17,315,model3,0,-1137.2384,-271.73025,1,864,0,-1137.2334,-271.76782,1,846,0,177
active,17,315,model3,1,-1129.9853,-277.80796,1,553,0,-1129.9842,-277.79612,1,9774,0,190
active,17,315,model3,2,-1079.5961,-334.42535,1,746,0,-1079.596,-334.42403,1,9420,0,187
active,17,315,model3,3,-1140.3917,-267.85476,0,1400,0,-1140.3279,-267.93795,1,653,0,191
active,17,315,model3,4,-1132.6524,-275.31331,0,1400,0,-1132.6507,-275.34485,1,533,0,190
active,17,435,model2B,0,-1226.6804,-324.55645,0,1200,0,-1224.6668,-323.05863,1,979,0,177
active,17,435,model2B,1,-1245.8359,-303.02973,0,1200,0,-1243.11,-303.35893,1,910,0,190
active,17,435,model2B,2,-1232.3592,-320.08124,0,1200,0,-1228.9805,-319.97025,1,5138,0,187
active,17,435,model2B,3,-1241.6777,-305.46016,0,1200,0,-1241.0826,-304.78401,1,416,0,191
active,17,435,model2B,4,-1242.5022,-304.03181,1,926,0,-1242.5022,-304.0318,1,238,0,190
active,17,435,model3,0,-1222.5774,-322.41008,1,611,0,-1222.5774,-322.41008,1,204,0,177
active,17,435,model3,1,-1241.679,-302.07452,1,425,0,-1241.6721,-302.07593,1,7635,0,190
active,17,435,model3,2,-1225.0717,-318.87846,1,769,0,-1225.0191,-318.80744,1,897,0,187
active,17,435,model3,3,-1239.5672,-304.1758,1,529,0,-1239.5592,-304.18403,0,14000,0,191
active,17,435,model3,4,-1240.6502,-303.11166,0,1400,0,-1240.6458,-303.11975,0,14000,0,190
active,17,465,model2B,0,-1152.7069,-314.10144,1,839,0,-1152.7069,-314.10188,1,180,0,177
active,17,465,model2B,1,-1175.273,-289.14053,1,765,0,-1175.2729,-289.14227,1,208,0,190
active,17,465,model2B,2,-1173.4849,-291.35941,0,1200,0,-1173.4849,-291.35968,1,196,0,187
active,17,465,model2B,3,-1167.9206,-297.52471,0,1200,0,-1167.5817,-297.02322,1,357,0,191
active,17,465,model2B,4,-1183.4923,-281.71738,1,1198,0,-1183.4923,-281.71738,1,213,0,190
active,17,465,model3,0,-1148.0687,-315.76732,1,822,0,-1147.9568,-315.86079,1,923,0,177
active,17,465,model3,1,-1171.2049,-290.13587,1,519,0,-1170.7187,-290.47346,1,1450,0,190
active,17,465,model3,2,-1172.2653,-289.01439,1,662,0,-1172.1322,-289.03517,1,2100,0,187
active,17,465,model3,3,-1166.5493,-295.37782,1,530,0,-1166.5239,-295.5839,1,1818,0,191
active,17,465,model3,4,-1182.1592,-281.09745,0,1400,0,-1182.1463,-281.06557,0,14000,0,190
active,17,495,model2B,0,-1026.4046,-308.35958,0,1200,0,-1026.4035,-308.41,1,250,0,177
active,17,495,model2B,1,-1067.8017,-259.71512,0,1200,0,-1067.7174,-259.93538,1,331,0,190
active,17,495,model2B,2,-1077.1309,-251.50768,0,1200,0,-1077.1309,-251.51431,1,275,0,187
active,17,495,model2B,3,-1064.9762,-263.15781,1,1006,0,-1064.9762,-263.15781,1,176,0,191
active,17,495,model2B,4,-1065.3848,-262.40911,0,1200,0,-1065.3848,-262.40905,1,198,0,190
active,17,495,model3,0,-1024.6657,-305.47593,1,626,0,-1024.6596,-305.50191,0,14000,0,177
active,17,495,model3,1,-1065.0921,-260.59135,0,1400,0,-1065.091,-260.57701,1,556,0,190
active,17,495,model3,2,-1075.8973,-249.85977,0,1400,0,-1075.8973,-249.85964,1,258,0,187
active,17,495,model3,3,-1063.7431,-262.18797,1,584,0,-1063.738,-262.06795,1,575,0,191
active,17,495,model3,4,-1063.7146,-261.43943,0,1400,0,-1063.7079,-261.45497,1,5163,0,190
active,18,255,model2B,0,-988.5373,-223.69035,0,1200,0,-988.53375,-223.69955,0,14000,0,191
active,18,255,model2B,1,-946.8132,-266.37903,0,1200,0,-946.76186,-266.60378,1,859,0,191
active,18,255,model2B,2,-966.3713,-245.81696,0,1200,0,-966.35998,-245.83818,0,14000,0,189
active,18,255,model2B,3,-978.9139,-232.93079,0,1200,0,-978.90151,-233.03828,1,1330,0,192
active,18,255,model2B,4,-962.08425,-249.72964,0,1200,0,-962.0579,-249.79504,0,14000,0,192
active,18,255,model3,0,-988.40706,-223.59514,0,1400,0,-988.39562,-223.60122,0,14000,0,191
active,18,255,model3,1,-946.16738,-266.81347,0,1400,0,-946.16479,-266.75869,1,572,0,191
active,18,255,model3,2,-966.55581,-245.20681,0,1400,0,-966.53452,-245.24796,0,14000,0,189
active,18,255,model3,3,-978.57222,-233.10677,1,1223,0,-978.57222,-233.10677,1,200,0,192
active,18,255,model3,4,-961.62021,-250.003,0,1400,0,-961.55055,-250.06521,0,14000,0,192
active,18,285,model2B,0,-1030.1664,-241.18621,0,1200,0,-1030.0968,-241.23754,0,14000,0,191
active,18,285,model2B,1,-978.27881,-295.78309,1,987,0,-976.38409,-301.55633,1,605,0,191
active,18,285,model2B,2,-1024.9176,-246.22199,1,1094,0,-1024.9041,-246.21555,0,14000,0,189
active,18,285,model2B,3,-1036.7877,-235.00847,0,1200,0,-1036.746,-235.00171,1,310,0,192
active,18,285,model2B,4,-1008.817,-262.6135,0,1200,0,-1008.7691,-262.43595,0,14000,0,192
active,18,285,model3,0,-1031.3928,-240.62736,0,1400,0,-1031.3506,-240.62364,0,14000,0,191
active,18,285,model3,1,-976.88397,-298.60913,0,1400,0,-976.87733,-298.59859,0,14000,0,191
active,18,285,model3,2,-1025.9037,-245.92298,0,1400,0,-1025.8626,-245.87582,1,7133,0,189
active,18,285,model3,3,-1036.822,-235.74398,0,1400,0,-1036.7972,-235.68571,0,14000,0,192
active,18,285,model3,4,-1010.5464,-261.2822,0,1400,0,-1010.4983,-261.32026,0,14000,0,192
active,18,315,model2B,0,-1026.2618,-255.05689,1,1110,0,-1026.2618,-255.05689,1,183,0,191
active,18,315,model2B,1,-1016.604,-266.44347,1,999,0,-1016.604,-266.4433,1,199,0,191
active,18,315,model2B,2,-1017.791,-263.95829,1,964,0,-1017.7838,-263.80818,1,241,0,189
active,18,315,model2B,3,-1032.9301,-248.18116,0,1200,0,-1032.9301,-248.18128,1,166,0,192
active,18,315,model2B,4,-1024.4759,-256.38926,0,1200,0,-1024.4608,-256.34899,1,391,0,192
active,18,315,model3,0,-1026.3533,-255.08923,0,1400,0,-1026.3341,-255.11918,0,14000,0,191
active,18,315,model3,1,-1018.0553,-264.12271,0,1400,0,-1018.0519,-264.13581,1,3553,0,191
active,18,315,model3,2,-1017.4283,-263.9514,0,1400,0,-1017.4283,-263.94707,1,532,0,189
active,18,315,model3,3,-1032.5983,-248.60676,0,1400,0,-1032.5982,-248.6056,1,422,0,192
active,18,315,model3,4,-1024.9478,-256.37187,0,1400,0,-1024.8627,-256.50212,0,14000,0,192
active,18,435,model2B,0,-1052.0642,-246.62634,1,845,0,-1052.0642,-246.62634,1,165,0,191
active,18,435,model2B,1,-1027.6229,-270.43919,1,796,0,-1027.6229,-270.43907,1,183,0,191
active,18,435,model2B,2,-1042.8274,-254.95468,1,1075,0,-1042.8274,-254.95468,1,178,0,189
active,18,435,model2B,3,-1047.9951,-249.87679,1,1123,0,-1047.9951,-249.87674,1,177,0,192
active,18,435,model2B,4,-1015.5961,-283.18221,1,1049,0,-1015.5766,-283.05781,1,304,0,192
active,18,435,model3,0,-1052.1741,-245.81011,0,1400,0,-1052.165,-245.84238,0,14000,0,191
active,18,435,model3,1,-1026.4725,-270.78255,1,541,0,-1025.7453,-271.04728,1,5679,0,191
active,18,435,model3,2,-1041.6952,-254.87563,0,1400,0,-1041.6877,-254.88243,0,14000,0,189
active,18,435,model3,3,-1048.1024,-249.5045,0,1400,0,-1048.0063,-249.33738,1,729,0,192
active,18,435,model3,4,-1014.8692,-283.72563,1,599,0,-1014.8686,-283.73243,1,9632,0,192
active,18,465,model2B,0,-1004.0486,-260.69397,0,1200,0,-1003.7321,-260.32198,1,572,0,191
active,18,465,model2B,1,-1011.2307,-253.25191,0,1200,0,-1009.7066,-253.65017,1,1058,0,191
active,18,465,model2B,2,-1013.9813,-249.64024,1,940,0,-1012.7383,-250.83288,1,289,0,189
active,18,465,model2B,3,-1023.5159,-240.00678,1,1149,0,-1023.5159,-240.00678,1,166,0,192
active,18,465,model2B,4,-999.20704,-264.12764,0,1200,0,-999.1833,-264.22829,1,219,0,192
active,18,465,model3,0,-1003.445,-260.85283,0,1400,0,-1003.4439,-260.89652,1,648,0,191
active,18,465,model3,1,-1008.5659,-254.36674,1,1245,0,-1008.5659,-254.36676,1,251,0,191
active,18,465,model3,2,-1012.8068,-250.93122,1,967,0,-1012.2048,-250.61308,1,1778,0,189
active,18,465,model3,3,-1023.6173,-239.56758,1,1369,0,-1023.6173,-239.56754,1,260,0,192
active,18,465,model3,4,-999.23317,-263.62628,1,1399,0,-999.23317,-263.62629,1,280,0,192
active,18,495,model2B,0,-890.11639,-229.0158,1,1140,0,-890.11639,-229.01567,1,160,0,191
active,18,495,model2B,1,-889.09079,-229.75206,0,1200,0,-888.76504,-229.45859,1,494,0,191
active,18,495,model2B,2,-902.0104,-216.53536,0,1200,0,-902.00807,-216.54207,1,211,0,189
active,18,495,model2B,3,-903.23053,-214.87006,0,1200,0,-903.23052,-214.86997,1,168,0,192
active,18,495,model2B,4,-884.26035,-235.32594,0,1200,0,-883.95436,-235.32068,1,524,0,192
active,18,495,model3,0,-890.42217,-229.666,1,1114,0,-890.37161,-229.62967,1,4931,0,191
active,18,495,model3,1,-889.06652,-229.63418,1,1141,0,-888.33043,-229.17462,1,2398,0,191
active,18,495,model3,2,-902.32297,-216.13471,0,1400,0,-902.14733,-215.81483,0,14000,0,189
active,18,495,model3,3,-903.33427,-214.35593,0,1400,0,-903.21593,-214.27689,0,14000,0,192
active,18,495,model3,4,-883.78532,-236.9598,0,1400,0,-882.51468,-236.10317,0,14000,0,192
active,19,255,model2B,0,-1038.172,-285.64682,0,1200,0,-1038.1685,-285.58433,1,373,0,180
active,19,255,model2B,1,-1046.7464,-276.51914,0,1200,0,-1046.7464,-276.51952,1,204,0,182
active,19,255,model2B,2,-1075.6359,-248.40007,1,739,0,-1075.6359,-248.40003,1,190,0,186
active,19,255,model2B,3,-1065.0274,-258.34546,1,693,0,-1064.8253,-258.40118,1,495,0,187
active,19,255,model2B,4,-1059.1783,-263.9639,0,1200,0,-1059.0288,-263.65199,1,409,0,182
active,19,255,model3,0,-1038.9769,-285.18764,1,722,0,-1038.6405,-285.17321,0,14000,0,180
active,19,255,model3,1,-1048.8359,-274.49878,1,662,0,-1047.7186,-275.6168,0,14000,0,182
active,19,255,model3,2,-1075.3938,-248.9013,1,684,0,-1075.3905,-248.9315,1,557,0,186
active,19,255,model3,3,-1064.0647,-259.50894,1,404,0,-1063.8872,-259.73258,1,1013,0,187
active,19,255,model3,4,-1058.7448,-264.28627,1,692,0,-1058.373,-264.45834,0,14000,0,182
active,19,285,model2B,0,-1108.5124,-288.01263,0,1200,0,-1107.9404,-287.98304,1,768,0,180
active,19,285,model2B,1,-1111.9394,-284.2992,0,1200,0,-1111.2067,-284.27698,1,488,0,182
active,19,285,model2B,2,-1128.3726,-267.20499,1,976,0,-1128.3126,-267.53673,1,310,0,186
active,19,285,model2B,3,-1116.9421,-279.00214,1,1014,0,-1116.2277,-278.70168,1,1565,0,187
active,19,285,model2B,4,-1113.0776,-282.46489,1,1195,0,-1111.9201,-283.04377,1,839,0,182
active,19,285,model3,0,-1108.8404,-288.92542,0,1400,0,-1108.8362,-288.83017,1,744,0,180
active,19,285,model3,1,-1113.1001,-283.87492,0,1400,0,-1112.6518,-284.22928,1,12931,0,182
active,19,285,model3,2,-1128.9527,-268.08681,0,1400,0,-1128.5771,-267.94921,1,2039,0,186
active,19,285,model3,3,-1117.3894,-278.96889,0,1400,0,-1117.254,-278.99249,0,14000,0,187
active,19,285,model3,4,-1112.932,-283.4555,0,1400,0,-1112.9038,-283.47357,0,14000,0,182
active,19,315,model2B,0,-1163.023,-303.42052,1,899,0,-1163.023,-303.42052,1,187,0,180
active,19,315,model2B,1,-1170.6634,-294.31081,1,1137,0,-1170.6634,-294.3108,1,181,0,182
active,19,315,model2B,2,-1188.7055,-276.90003,1,1063,0,-1188.7055,-276.90011,1,185,0,186
active,19,315,model2B,3,-1168.8374,-296.02177,1,923,0,-1168.8374,-296.02167,1,183,0,187
active,19,315,model2B,4,-1161.6687,-303.26602,0,1200,0,-1161.6687,-303.26619,1,199,0,182
active,19,315,model3,0,-1162.088,-304.34912,0,1400,0,-1162.0705,-304.31757,1,1732,0,180
active,19,315,model3,1,-1171.3872,-292.96761,0,1400,0,-1171.3872,-292.96768,1,251,0,182
active,19,315,model3,2,-1187.7294,-277.33598,0,1400,0,-1187.7271,-277.33767,1,694,0,186
active,19,315,model3,3,-1168.2866,-296.31274,0,1400,0,-1168.2159,-296.24132,1,996,0,187
active,19,315,model3,4,-1161.4881,-303.32187,0,1400,0,-1161.4677,-303.42518,1,2302,0,182
active,19,435,model2B,0,-1382.0927,-368.35042,0,1200,0,-1381.9776,-368.84212,1,371,0,180
active,19,435,model2B,1,-1399.2894,-348.72224,1,1101,0,-1399.2894,-348.72224,1,199,0,182
active,19,435,model2B,2,-1403.4511,-344.90924,1,772,0,-1403.4511,-344.90924,1,189,0,186
active,19,435,model2B,3,-1397.3496,-351.53704,1,960,0,-1397.3496,-351.53658,1,199,0,187
active,19,435,model2B,4,-1403.2871,-344.63262,1,621,0,-1403.2871,-344.63257,1,196,0,182
active,19,435,model3,0,-1380.7235,-364.50123,0,1400,0,-1380.7156,-364.56293,1,11397,0,180
active,19,435,model3,1,-1392.83,-349.9235,1,497,0,-1392.83,-349.92359,1,203,0,182
active,19,435,model3,2,-1395.5012,-347.07529,1,483,0,-1395.4984,-347.07747,0,14000,0,186
active,19,435,model3,3,-1394.3946,-348.22196,1,732,0,-1394.3942,-348.22112,1,5925,0,187
active,19,435,model3,4,-1397.295,-344.42735,1,455,0,-1397.2899,-344.43513,0,14000,0,182
active,19,465,model2B,0,-1371.7749,-367.36211,0,1200,0,-1371.2127,-365.97261,1,578,0,180
active,19,465,model2B,1,-1400.5292,-334.51525,1,1031,0,-1400.5292,-334.51525,1,178,0,182
active,19,465,model2B,2,-1394.3531,-341.31942,1,884,0,-1394.3531,-341.31941,1,196,0,186
active,19,465,model2B,3,-1381.087,-353.98899,1,832,0,-1381.087,-353.98882,1,185,0,187
active,19,465,model2B,4,-1386.9721,-348.112,1,736,0,-1386.9721,-348.11186,1,204,0,182
active,19,465,model3,0,-1365.0991,-359.83689,1,609,0,-1365.0948,-359.84511,1,11636,0,180
active,19,465,model3,1,-1389.1363,-333.09274,1,542,0,-1389.0834,-333.06464,1,2640,0,182
active,19,465,model3,2,-1381.7262,-340.89848,1,466,0,-1381.6941,-340.88547,1,1991,0,186
active,19,465,model3,3,-1370.3235,-351.929,1,449,0,-1370.0346,-352.27961,1,3714,0,187
active,19,465,model3,4,-1376.3187,-345.92646,1,689,0,-1376.3187,-345.92643,1,233,0,182
active,19,495,model2B,0,-1312.6006,-362.18908,0,1200,0,-1311.2988,-361.4815,1,348,0,180
active,19,495,model2B,1,-1350.0835,-320.45862,0,1200,0,-1350.0835,-320.45783,1,193,0,182
active,19,495,model2B,2,-1342.2396,-329.24451,0,1200,0,-1342.2117,-329.05453,1,234,0,186
active,19,495,model2B,3,-1330.3862,-339.99391,1,1085,0,-1330.3862,-339.99391,1,175,0,187
active,19,495,model2B,4,-1342.4861,-328.54994,1,957,0,-1342.4861,-328.55027,1,182,0,182
active,19,495,model3,0,-1308.2887,-353.62199,1,743,0,-1308.1756,-354.27508,1,1605,0,180
active,19,495,model3,1,-1338.9136,-320.3986,1,924,0,-1338.4849,-320.5148,1,1282,0,182
active,19,495,model3,2,-1330.8245,-328.88033,1,530,0,-1330.5568,-328.97552,1,1680,0,186
active,19,495,model3,3,-1317.8291,-341.31301,1,502,0,-1316.5399,-342.59812,1,1490,0,187
active,19,495,model3,4,-1334.8733,-324.92957,1,520,0,-1334.8733,-324.92927,1,181,0,182
active,20,255,model2B,0,-1000.2136,-237.91534,0,1200,0,-1000.167,-237.98991,1,436,0,187
active,20,255,model2B,1,-970.03771,-269.33644,0,1200,0,-970.02711,-269.44778,1,918,0,188
active,20,255,model2B,2,-989.73573,-248.53209,0,1200,0,-989.41063,-249.54608,1,790,0,189
active,20,255,model2B,3,-994.38021,-244.13846,0,1200,0,-994.38021,-244.13906,1,155,0,185
active,20,255,model2B,4,-991.56479,-246.43684,0,1200,0,-991.56479,-246.43683,1,180,0,186
active,20,255,model3,0,-1000.7429,-237.57571,0,1400,0,-1000.7176,-237.60074,0,14000,0,187
active,20,255,model3,1,-970.60659,-268.81155,0,1400,0,-970.58358,-268.88051,0,14000,0,188
active,20,255,model3,2,-989.85042,-249.27431,0,1400,0,-989.85037,-249.27552,1,891,0,189
active,20,255,model3,3,-994.48943,-244.34753,0,1400,0,-994.44728,-244.30333,0,14000,0,185
active,20,255,model3,4,-991.84292,-246.52022,0,1400,0,-991.79461,-246.49569,0,14000,0,186
active,20,285,model2B,0,-1105.6875,-254.94008,0,1200,0,-1105.6875,-254.94011,1,185,0,187
active,20,285,model2B,1,-1073.6003,-287.47293,1,726,0,-1073.3215,-287.15912,1,318,0,188
active,20,285,model2B,2,-1071.2198,-291.83455,1,824,0,-1071.2198,-291.83485,1,201,0,189
active,20,285,model2B,3,-1088.6128,-271.89748,0,1200,0,-1088.6112,-271.92407,1,235,0,185
active,20,285,model2B,4,-1095.3421,-265.00981,0,1200,0,-1095.342,-264.99935,1,217,0,186
active,20,285,model3,0,-1104.8702,-254.31267,1,1216,0,-1104.8702,-254.31275,1,219,0,187
active,20,285,model3,1,-1070.8323,-288.56712,1,692,0,-1070.74,-288.73874,1,1175,0,188
active,20,285,model3,2,-1071.5752,-288.83447,1,1363,0,-1071.5752,-288.83448,1,233,0,189
active,20,285,model3,3,-1087.3402,-271.44437,0,1400,0,-1087.3402,-271.44449,1,198,0,185
active,20,285,model3,4,-1094.6831,-264.22612,0,1400,0,-1094.683,-264.22362,1,257,0,186
active,20,315,model2B,0,-1054.3245,-248.38214,0,1200,0,-1054.0875,-248.33962,1,426,0,187
active,20,315,model2B,1,-1029.2244,-272.51202,1,1080,0,-1029.2244,-272.51194,1,155,0,188
active,20,315,model2B,2,-1032.3018,-270.92611,1,1179,0,-1032.3018,-270.92611,1,199,0,189
active,20,315,model2B,3,-1047.8237,-254.42142,1,1110,0,-1047.8237,-254.42155,1,197,0,185
active,20,315,model2B,4,-1038.0225,-263.95322,1,767,0,-1038.0225,-263.95322,1,154,0,186
active,20,315,model3,0,-1053.4648,-248.16079,0,1400,0,-1053.4259,-248.18966,1,786,0,187
active,20,315,model3,1,-1028.4293,-272.50703,0,1400,0,-1028.427,-272.48734,1,496,0,188
active,20,315,model3,2,-1033.5023,-267.89038,0,1400,0,-1033.4592,-268.24845,1,583,0,189
active,20,315,model3,3,-1046.4459,-254.78159,0,1400,0,-1046.4456,-254.78711,1,4299,0,185
active,20,315,model3,4,-1036.7079,-264.84232,0,1400,0,-1036.5843,-264.60215,1,1314,0,186
active,20,435,model2B,0,-936.672,-203.89807,0,1200,0,-936.40099,-204.1982,1,1072,0,187
active,20,435,model2B,1,-913.45715,-226.14545,0,1200,0,-913.44889,-226.13437,1,571,0,188
active,20,435,model2B,2,-900.25044,-239.57324,0,1200,0,-900.214,-239.74549,1,302,0,189
active,20,435,model2B,3,-897.4186,-244.30501,0,1200,0,-895.87183,-244.55678,1,4317,0,185
active,20,435,model2B,4,-907.71417,-232.10563,0,1200,0,-907.71252,-232.12368,1,381,0,186
active,20,435,model3,0,-936.2146,-203.44719,1,835,0,-936.2146,-203.44724,1,208,0,187
active,20,435,model3,1,-912.16046,-226.38044,1,889,0,-911.84955,-226.71529,1,1866,0,188
active,20,435,model3,2,-899.84333,-239.64908,0,1400,0,-899.81005,-239.89903,1,601,0,189
active,20,435,model3,3,-894.75856,-244.7774,1,779,0,-894.48015,-245.14293,1,2820,0,185
active,20,435,model3,4,-906.45649,-232.19055,1,1070,0,-906.09742,-232.66388,1,1679,0,186
active,20,465,model2B,0,-962.15903,-203.62013,0,1200,0,-962.11522,-203.65009,0,14000,0,187
active,20,465,model2B,1,-938.3548,-226.14827,0,1200,0,-938.29988,-226.12958,0,14000,0,188
active,20,465,model2B,2,-916.49284,-248.54813,0,1200,0,-916.45621,-248.5529,0,14000,0,189
active,20,465,model2B,3,-903.03959,-262.95885,0,1200,0,-903.01846,-263.00964,0,14000,0,185
active,20,465,model2B,4,-931.65307,-232.92016,0,1200,0,-931.65053,-232.88568,1,4330,0,186
active,20,465,model3,0,-962.22935,-203.54925,0,1400,0,-962.22704,-203.55404,1,11863,0,187
active,20,465,model3,1,-938.42345,-226.01921,0,1400,0,-938.41558,-226.01513,0,14000,0,188
active,20,465,model3,2,-916.19105,-248.83961,0,1400,0,-916.15895,-248.88566,0,14000,0,189
active,20,465,model3,3,-903.44586,-262.76494,1,1178,0,-903.02884,-263.75106,1,8945,0,185
active,20,465,model3,4,-930.95797,-234.15633,1,1050,0,-930.95797,-234.15636,1,196,0,186
active,20,495,model2B,0,-933.58541,-203.2293,0,1200,0,-933.56553,-203.25203,0,14000,0,187
active,20,495,model2B,1,-915.45109,-220.83941,0,1200,0,-915.40658,-220.77685,0,14000,0,188
active,20,495,model2B,2,-902.06253,-233.9683,0,1200,0,-902.05427,-233.95406,0,14000,0,189
active,20,495,model2B,3,-878.73386,-258.87438,0,1200,0,-878.72657,-258.86889,1,10343,0,185
